"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genes","change"
"PSME1",9571.84821044732,0.627688575763541,0.168166128107542,3.73255056072965,0.000189550632965975,0.0011443685801227,"PSME1","Stable"
"GBAP1",208.063654285461,0.627657393948928,0.234069072313928,2.68150502646128,0.00732918133659359,0.0239147496058419,"GBAP1","Stable"
"SPRR1B",60216.6818831819,0.627538809106935,0.831050191198673,0.755115413909957,0.450179735383445,0.588496956285232,"SPRR1B","Stable"
"RAC3",424.736057788846,0.627479158678375,0.361991171588802,1.73341011584434,0.0830228008762302,0.166928920923924,"RAC3","Stable"
"HPS3",2900.35046770204,0.627404360230823,0.200630148757729,3.12716889318785,0.00176498502662468,0.00742414986158706,"HPS3","Stable"
"DNAJC19P9",17.9125227051887,0.62738837102416,0.293902026039454,2.13468542384236,0.0327867144181989,0.0805657013375272,"DNAJC19P9","Stable"
"AC018904.1",77.6004448822829,0.627004418110973,0.231688831400166,2.70623497180159,0.00680508765974428,0.0225205947324117,"AC018904.1","Stable"
"SIGLEC14",98.9935918442529,0.62664384930556,0.564173345890304,1.11072927119,0.266684898812205,0.403418446948305,"SIGLEC14","Stable"
"TRIM28",29430.8213130629,0.626350310662866,0.192787517138676,3.24891528227069,0.00115845974090568,0.00524632466787589,"TRIM28","Stable"
"AP001469.3",139.941379870823,0.626294577766317,0.227426878110481,2.75382832042425,0.00589026572180669,0.0199516804938418,"AP001469.3","Stable"
"MED10",1700.56069822533,0.626293774024014,0.178507744305471,3.50849637622595,0.000450647373605182,0.00237525992212238,"MED10","Stable"
"PANK2-AS1",54.8391798850699,0.626264918839794,0.200631202655878,3.12147318338097,0.00179948636166178,0.00754129858472349,"PANK2-AS1","Stable"
"SNORD67",7.41704923149195,0.626066093105476,0.309345064662346,2.02384380623248,0.0429862253126974,0.0998791111197434,"SNORD67","Stable"
"FAM86B3P",213.386058320405,0.626053478454138,0.276576135779218,2.26358458834604,0.0235996766243703,0.0618885997859679,"FAM86B3P","Stable"
"AL021578.1",62.3710739486364,0.625752361059932,0.37175569525159,1.68323543943677,0.092329522784796,0.181517360463997,"AL021578.1","Stable"
"CEP250",4718.30680690449,0.625634273371477,0.173578022798719,3.60434036108917,0.000312946729689126,0.00174476938230489,"CEP250","Stable"
"CTSL",4650.80124021336,0.625583252234445,0.296166185045831,2.1122710283,0.0346632093254272,0.0842524040168676,"CTSL","Stable"
"AC083899.1",180.834367318256,0.625023848691589,0.167632105845758,3.72854499165386,0.000192588528047404,0.00115808454618363,"AC083899.1","Stable"
"ALKBH2",565.54940231408,0.62493783204588,0.194901866718755,3.20642301978395,0.00134396258569454,0.00595122509877235,"ALKBH2","Stable"
"BPGM",1964.20232867185,0.624871406918078,0.266151768701434,2.34780106841616,0.0188846043082022,0.051667092649586,"BPGM","Stable"
"UCN",48.2617562794897,0.624535863280089,0.302377866660441,2.06541527056086,0.038883724922775,0.0921165496929987,"UCN","Stable"
"APOBR",537.637444226881,0.624502675801962,0.307687522516522,2.02966526134782,0.0423905762963737,0.0987227002784096,"APOBR","Stable"
"KRT18P10",50.7201067720659,0.624428267582675,0.404185006094319,1.54490705535218,0.122368746650573,0.22419852572558,"KRT18P10","Stable"
"RANGAP1",11638.9767735136,0.62431795629994,0.161871974235617,3.85686255602961,0.000114851698208486,0.000751131762400274,"RANGAP1","Stable"
"GNA15",3535.49210983194,0.624074432355023,0.451728111240005,1.3815266679816,0.16711708398159,0.285672113219071,"GNA15","Stable"
"CLSTN1",32825.2674406954,0.623998173710838,0.233735952042599,2.66967134605426,0.00759255229524663,0.0246050833040056,"CLSTN1","Stable"
"SLC38A7",2787.08524901935,0.623775356458834,0.141243641236907,4.41630753070561,1.00401216395292e-05,9.38422909759606e-05,"SLC38A7","Stable"
"PLXNA3",6951.44525149958,0.623743929610566,0.20852195528912,2.99126261666658,0.0027782645088851,0.0107745349979037,"PLXNA3","Stable"
"HLA-DRB5",3399.54144158941,0.623710974343378,0.491899123050988,1.26796520895348,0.20481037516903,0.332438921563617,"HLA-DRB5","Stable"
"EDEM2",2191.17491721695,0.623693246769291,0.155316224994193,4.01563485587299,5.92859864664388e-05,0.000428171324233333,"EDEM2","Stable"
"LRRC42",2075.34420601313,0.62353038811803,0.149576635709854,4.1686349285696,3.06429340735482e-05,0.000244040434575203,"LRRC42","Stable"
"PTBP1",31788.7685201134,0.623522896566061,0.106098839245857,5.87681166917583,4.18243571117445e-09,9.87991519168318e-08,"PTBP1","Stable"
"SUMO2P21",33.7976949514592,0.623476334563269,0.215500607188199,2.89315349361768,0.00381394860515607,0.0140321751358226,"SUMO2P21","Stable"
"HTATSF1P2",65.5405228786359,0.623402890060183,0.346844104768754,1.79735760674328,0.0722788662938367,0.150072627998158,"HTATSF1P2","Stable"
"HSPE1P2",32.4171271144407,0.623247410312282,0.237808354071791,2.6207969553674,0.00877244923857948,0.0277068336798993,"HSPE1P2","Stable"
"MIR4260",3.88955260760621,0.623067820534736,0.575764610761729,1.08215720259435,0.279182681655512,0.417244600922176,"MIR4260","Stable"
"AC083964.1",27.6448495420615,0.623029632273816,0.395597023147506,1.57490980927202,0.115277264130428,0.214492976498552,"AC083964.1","Stable"
"KDM1A",7560.231508666,0.62284442120686,0.162442932620123,3.83423526749175,0.000125955543445676,0.000811465010366284,"KDM1A","Stable"
"MIR603",4.13623065313145,0.622485193166014,0.518877272466332,1.1996771225057,0.230264761350744,0.361640990102495,"MIR603","Stable"
"C19orf73",78.0378677939605,0.621500643585976,0.24600789339026,2.52634431774124,0.0115256458884091,0.0347339315128768,"C19orf73","Stable"
"RNU7-70P",2.19943851865381,0.621467229791595,0.534350254762071,1.16303346775481,0.244815923929767,0.378253320723372,"RNU7-70P","Stable"
"S100A13",648.024480067421,0.621433260770378,0.195527273907605,3.17824336396175,0.00148170325209895,0.00644437321735081,"S100A13","Stable"
"PIK3CG",637.64242305154,0.62129888404218,0.375465089893076,1.65474474396305,0.0979762867370888,0.189882041874187,"PIK3CG","Stable"
"SIGMAR1",7966.36476815655,0.621298559752986,0.209697051919691,2.96283879084256,0.00304816163516225,0.0116224775924997,"SIGMAR1","Stable"
"USP1",4432.33331728667,0.621226783374774,0.16128808566416,3.85165947513517,0.000117320089147905,0.000763696109551951,"USP1","Stable"
"DCST1-AS1",67.1295869946841,0.620886743466809,0.274802901658164,2.25938932857103,0.0238591776292102,0.0623797666161019,"DCST1-AS1","Stable"
"AC120114.1",101.785672446972,0.620713975559063,0.268829377121332,2.30895143308283,0.0209462764275141,0.0562723747886808,"AC120114.1","Stable"
"MRTO4",3374.0052192666,0.620496582561962,0.155831903320431,3.98183279123568,6.83858844350958e-05,0.000482291128093973,"MRTO4","Stable"
"NUDT5",3749.03383385835,0.620479749356273,0.169664769665579,3.65709245696253,0.00025509238740867,0.00146637708883653,"NUDT5","Stable"
"H3-3B",35576.9139437827,0.620336031585768,0.165871312144422,3.73986329260873,0.000184120364228124,0.00111529604268001,"H3-3B","Stable"
"SMYD5",2685.21074311717,0.620163323510903,0.135771381054965,4.56770284497467,4.93098406736553e-06,5.09151468128318e-05,"SMYD5","Stable"
"IGHV3-11",840.717590467192,0.620079123921105,0.643691597078445,0.963317102064852,0.335388413370815,0.476962968987483,"IGHV3-11","Stable"
"DTD1",708.109391290664,0.619895061669195,0.181730959061384,3.41105921011406,0.000647110374676517,0.00321106741292214,"DTD1","Stable"
"BCAM",10102.0816189503,0.619667003435222,0.370516038616509,1.67244313025971,0.0944369732164652,0.184520793547993,"BCAM","Stable"
"REXO4",1640.75351905834,0.619259493661494,0.150198216059519,4.12294839384844,3.74053523541517e-05,0.000289138433067328,"REXO4","Stable"
"HERC6",3633.75786247759,0.6191825610063,0.353604486186743,1.75105968728944,0.0799356292478093,0.162304665452015,"HERC6","Stable"
"AL356299.2",23.1414364886134,0.619160267196196,0.275202998636726,2.24983110744917,0.0244596685288873,0.0635559018119556,"AL356299.2","Stable"
"CX3CL1",3824.65118975844,0.619017358672094,0.421808279072862,1.467532500862,0.142231254685393,0.251848412286389,"CX3CL1","Stable"
"SERPINB5",22722.0491145984,0.619012416850285,0.485859831198233,1.27405555491935,0.202643728210728,0.329777764370204,"SERPINB5","Stable"
"FURIN",15818.9759376436,0.619000321379747,0.212232788011562,2.91661023341043,0.00353857658348593,0.0131631856423215,"FURIN","Stable"
"EXOSC2",2051.23920207947,0.618883925466644,0.143949795347125,4.29930396201152,1.71335352165887e-05,0.000148370690166756,"EXOSC2","Stable"
"BCYRN1",1689.58899361925,0.61885046302265,0.530398207942462,1.16676575025265,0.243304981954136,0.37659369257951,"BCYRN1","Stable"
"PCGF2",1341.5781546975,0.618361449577963,0.207567314195679,2.97908874513364,0.00289107031756761,0.0111334743581642,"PCGF2","Stable"
"AL157838.1",155.165798755893,0.61832961710136,0.242317785577481,2.55173022330071,0.0107189480589101,0.0326773913098213,"AL157838.1","Stable"
"LINC01137",439.386240657405,0.6183282958644,0.238007499737967,2.59793618497378,0.00937859217029081,0.0292398039445636,"LINC01137","Stable"
"UBE2R2-AS1",165.234385963716,0.618270660298586,0.456974885749406,1.35296419908211,0.176067067930331,0.297198589276392,"UBE2R2-AS1","Stable"
"AC009533.1",512.25518050358,0.618175128017684,0.204115719469146,3.0285522821339,0.00245728554095219,0.00975493966826139,"AC009533.1","Stable"
"RECQL",1785.41945100054,0.618082754834083,0.20524549398975,3.01143154385134,0.00260019024684572,0.0101950835224281,"RECQL","Stable"
"RPGRIP1L",755.125930479624,0.618013725777001,0.181302851431807,3.40873693323821,0.000652643827500705,0.00323063146480704,"RPGRIP1L","Stable"
"PSMB5",5725.92996670066,0.617666212526536,0.163731196016621,3.77244060724895,0.000161658455380537,0.0010009582585371,"PSMB5","Stable"
"WNT5A-AS1",206.832133698281,0.617647850590791,0.493725293836179,1.25099495266234,0.210936318924833,0.339406359018566,"WNT5A-AS1","Stable"
"CNN2",10157.5924447629,0.617200744535536,0.228340194573213,2.70298773148169,0.0068719282759241,0.0227045206304526,"CNN2","Stable"
"ETV5",2669.42089032766,0.61702859174583,0.356147916566658,1.73250653182003,0.0831834151288782,0.167021301217804,"ETV5","Stable"
"GPRC5A",34835.722727373,0.617014671058162,0.508217699007149,1.21407552760079,0.224718884165717,0.355157243360436,"GPRC5A","Stable"
"PDLIM2",1470.08102646401,0.616503144097239,0.307521969178121,2.00474504551625,0.0449903102081271,0.103514801242339,"PDLIM2","Stable"
"B3GALT6",1829.34647955022,0.616436710318722,0.173107125421827,3.56101292085229,0.000369426901641535,0.00200963803585629,"B3GALT6","Stable"
"NLRP1",2746.57147196574,0.616373045517041,0.362764750790633,1.699098504399,0.0893006251559177,0.17678873216703,"NLRP1","Stable"
"AC100821.1",73.560611670005,0.616332609523806,0.245983763932206,2.50558248101964,0.0122249881509346,0.0364959248040572,"AC100821.1","Stable"
"TNK2",7462.74136446442,0.616291719717322,0.222719235142865,2.76712390522532,0.0056553256395814,0.0192818864411362,"TNK2","Stable"
"DLX3",360.946392766183,0.616283339106987,0.629898301367224,0.978385459635808,0.327883716911916,0.469603409822056,"DLX3","Stable"
"IGKV1-33",56.8288294193831,0.616110400716291,0.696602056093489,0.884451022397794,0.376452790420712,0.518179554158767,"IGKV1-33","Stable"
"SSRP1",12033.1853194872,0.615817286026155,0.148205372243984,4.15516169692125,3.25057577926082e-05,0.000256399764292825,"SSRP1","Stable"
"DERL1",6139.74167061899,0.614557429396117,0.148579243146181,4.13622667865847,3.53063435665228e-05,0.000275140758154578,"DERL1","Stable"
"UTP14A",2057.50461456716,0.614132146170352,0.140734664780376,4.36375890139604,1.27846474103369e-05,0.000115507506632635,"UTP14A","Stable"
"PLPPR4",299.894702174143,0.613894198630758,0.377926279789444,1.62437552364123,0.10429568761769,0.199067055734891,"PLPPR4","Stable"
"VMP1",16363.0463669663,0.613861907291771,0.187477473132275,3.27432356024268,0.00105915259178667,0.00484986025244666,"VMP1","Stable"
"MFHAS1",6509.51522279096,0.613788139454187,0.227790512797039,2.69452898594188,0.00704881953712501,0.0232086540912018,"MFHAS1","Stable"
"MARCHF1",777.55536406903,0.613724452746911,0.229608540782857,2.67291648060825,0.0075194969106004,0.0244171671652251,"MARCHF1","Stable"
"AC090772.4",55.4930556334905,0.613681802057102,0.285589990787481,2.1488211136705,0.031648583043164,0.0782886001594056,"AC090772.4","Stable"
"ACP5",3287.43643858619,0.613660697640636,0.300342282310397,2.04320448296531,0.0410322001612867,0.0961765084400599,"ACP5","Stable"
"STK26",3248.73090900867,0.613411090653734,0.185389466069182,3.30876992992053,0.000937068061333841,0.00438377740297023,"STK26","Stable"
"ARHGAP25",655.855570768868,0.613288705913419,0.293788857679845,2.08751519971444,0.0368415885423441,0.0883041935481101,"ARHGAP25","Stable"
"GALNT18",1554.04961186934,0.612910579564794,0.359447287950061,1.7051473195423,0.0881669522230385,0.175060178092412,"GALNT18","Stable"
"CXCR4",3098.93358088963,0.612908576356126,0.392028441815074,1.56342885102516,0.117951758504647,0.218065912849414,"CXCR4","Stable"
"PEMT",930.727035568477,0.612433012122433,0.222866854528058,2.74797709789246,0.00599641974161765,0.0202658433219872,"PEMT","Stable"
"MRPS12",2029.12888895159,0.612041539433877,0.180526504483237,3.39031402167712,0.00069812605106908,0.00343049913827065,"MRPS12","Stable"
"DPM1",3268.99861432198,0.611570988529003,0.128753087542057,4.74995202215429,2.03464914998291e-06,2.35261981382983e-05,"DPM1","Stable"
"TECRP1",275.929231844089,0.611007251173024,0.235605446917159,2.59334942875009,0.00950461476757969,0.0295767960743449,"TECRP1","Stable"
"POLR1F",2853.66539411683,0.610781025239484,0.139269229580148,4.38561358514578,1.1565928479834e-05,0.000106038102029499,"POLR1F","Stable"
"PHTF2",2406.74465754445,0.610320485251386,0.208834135443618,2.92251304584333,0.00347219074974207,0.0129720932005397,"PHTF2","Stable"
"IGHV4-55",79.4014943696121,0.610125002209872,0.678173576050249,0.899659060388789,0.36830171653288,0.510289425793456,"IGHV4-55","Stable"
"SNORA23",9.26746670408772,0.610095313721661,0.298296595584265,2.0452640853198,0.0408288294421227,0.0957988390764344,"SNORA23","Stable"
"CD27",163.876059045244,0.610078721513689,0.427491322465256,1.42711369670731,0.153547125152744,0.266885256704155,"CD27","Stable"
"MIR1244-4",20.2711206977451,0.609973412064755,0.273370122199719,2.23130972454671,0.0256606199696612,0.0660052413851686,"MIR1244-4","Stable"
"RCN2",6063.6343726179,0.609588965962995,0.170776522279165,3.56951270483486,0.000357645873340909,0.00195316418848608,"RCN2","Stable"
"TFG",13637.93177603,0.609581479658249,0.152381895805971,4.00035369316073,6.32478809335688e-05,0.000451571450569384,"TFG","Stable"
"IGHV1-18",2278.60515004991,0.609449537733598,0.644064952646159,0.946254776369461,0.344018653568248,0.486035854920579,"IGHV1-18","Stable"
"LSM5",2742.7417963033,0.609449412777719,0.154506491004651,3.94449067359488,7.9969765705568e-05,0.000551010820140681,"LSM5","Stable"
"TNFAIP8",2094.61220221373,0.608987831749326,0.243181893617026,2.50424825093429,0.0122711899266439,0.0365856906572184,"TNFAIP8","Stable"
"PTPRC",3028.54034752299,0.6089238673859,0.388636390698743,1.56682153797048,0.117156411581309,0.2171914894852,"PTPRC","Stable"
"QTRT2",2324.14049452672,0.608725064468488,0.154592450114045,3.93761185633208,8.22965723022948e-05,0.000564470478150561,"QTRT2","Stable"
"IGKV3D-11",89.0360836734982,0.608652125717524,0.670288186782749,0.908045431382185,0.363854219127748,0.505788310736005,"IGKV3D-11","Stable"
"YARS2",1093.21479762651,0.608416279864383,0.155442535032914,3.91409133758373,9.07452834696183e-05,0.000614062265089823,"YARS2","Stable"
"UPF3B",1933.19980210717,0.608111886995335,0.192101402834654,3.16557754405756,0.00154775401271006,0.00668396888802331,"UPF3B","Stable"
"CAPZA1",12332.2299004943,0.607970418056348,0.142720094145677,4.25987960346902,2.04537048515885e-05,0.000172591215543032,"CAPZA1","Stable"
"YWHAE",29860.6726674917,0.607930321406137,0.146960975371862,4.13667859693952,3.52369117495401e-05,0.000274798769884301,"YWHAE","Stable"
"EIF2AK2",11256.0550071886,0.607842791345099,0.166107869614419,3.65932567045779,0.000252879802884948,0.00145550297713792,"EIF2AK2","Stable"
"TKT",24309.3701196649,0.607791925885417,0.270979775419767,2.24294202378722,0.0249005533688183,0.0643879474368732,"TKT","Stable"
"FKBP1A",17929.3831805423,0.607479195668129,0.136082682546619,4.46404483142092,8.04267247297652e-06,7.80685735712895e-05,"FKBP1A","Stable"
"TMEM209",1956.43488953737,0.607394949638197,0.166551740990252,3.64688442178306,0.000265439245245272,0.00151624646953392,"TMEM209","Stable"
"UTP25",3056.10425646806,0.606931496229948,0.144839716218395,4.19036651048663,2.78504224615849e-05,0.000224760838210887,"UTP25","Stable"
"NAE1",3617.04119026781,0.606926871118194,0.150681381113867,4.02788232117114,5.62814998991482e-05,0.000410228594282984,"NAE1","Stable"
"ZNF789",854.820087419716,0.606759946535387,0.258571914126885,2.34658102208904,0.0189465464117873,0.0517897009194886,"ZNF789","Stable"
"CDCP1",13532.4650825295,0.606718358444002,0.254617377847686,2.3828631163068,0.0171785806548269,0.0478813578074943,"CDCP1","Stable"
"AL118506.1",555.152492926794,0.606433733681331,0.197489754716763,3.07070984290334,0.00213550566895479,0.00868078508764907,"AL118506.1","Stable"
"CBLC",3882.62479077704,0.606412261911837,0.292165314856213,2.07557923913822,0.0379328832084342,0.0903121216755136,"CBLC","Stable"
"TMEM185B",5685.15446308383,0.606172596997781,0.184837780699687,3.27948428456114,0.00103997002252199,0.00477769970843096,"TMEM185B","Stable"
"Z94721.3",48.4580076499684,0.60616832083695,0.296157647399327,2.04677585117232,0.0406800977764511,0.0955239883329505,"Z94721.3","Stable"
"RHBDD2",8654.55578899087,0.605671054737714,0.172828759113274,3.50445757896548,0.000457538455840269,0.00240668676887624,"RHBDD2","Stable"
"PNO1",2038.18489116715,0.60562819224929,0.137260507024516,4.4122537893665,1.02300097928147e-05,9.5428285833597e-05,"PNO1","Stable"
"LSM6",998.082699106063,0.605436230224063,0.168157540379839,3.60041083412904,0.000317714771559746,0.0017653848041767,"LSM6","Stable"
"ERBB2",30196.3999766256,0.605142020880362,0.440012567218539,1.37528349407304,0.169043571714585,0.288313291157846,"ERBB2","Stable"
"DEK",14808.3778564779,0.604814577773178,0.164309934103355,3.68093737651147,0.000232378078464974,0.00135425734002941,"DEK","Stable"
"AC007342.5",306.067925126222,0.60448828089291,0.381166996745961,1.5858883010687,0.112764650121077,0.210904771391401,"AC007342.5","Stable"
"RAB34",3644.09089672494,0.604409050083617,0.293292302028665,2.0607736578935,0.0393246386951548,0.0928942181259763,"RAB34","Stable"
"AC138207.5",46.0185790551023,0.604288200601264,0.284843887451798,2.12147154010291,0.0338821404765174,0.0826195957694863,"AC138207.5","Stable"
"SLC35G2",409.651331701206,0.604250953303787,0.316863823844003,1.90697362031858,0.0565240036054724,0.123754707766502,"SLC35G2","Stable"
"MALL",1395.72099432292,0.603756069680245,0.454236320724644,1.32916731255015,0.183792776631557,0.306411372325833,"MALL","Stable"
"TSPAN33",1062.36639340082,0.603623988442503,0.303471320532682,1.98906436161073,0.0466940993680266,0.106529722174892,"TSPAN33","Stable"
"TMEM107",530.03401098846,0.603408713259956,0.224346768359602,2.6896251622968,0.00715323167543284,0.0234545326325145,"TMEM107","Stable"
"PDGFB",2188.52230843371,0.60319013207862,0.279094362052427,2.16124083497363,0.0306767405628848,0.0763740122535825,"PDGFB","Stable"
"VRK1",1201.73381341722,0.602913327022706,0.187504904785408,3.21545363153416,0.00130238533298893,0.00579785048542113,"VRK1","Stable"
"SH2B3",3262.88138664694,0.602807704827451,0.241545146494405,2.49563161825491,0.0125733100495637,0.037278148540478,"SH2B3","Stable"
"NUAK1",1976.48508592526,0.602737126911211,0.316221943387811,1.90605724717852,0.0566427787103252,0.123913335507382,"NUAK1","Stable"
"TAF1B",1353.46469484671,0.602447012280163,0.172360236374085,3.49527840616691,0.000473567503050902,0.0024759255447693,"TAF1B","Stable"
"ZFP69",402.810158799304,0.602242610076651,0.215315305500189,2.7970264755569,0.00515753067777013,0.0178769433618849,"ZFP69","Stable"
"ZNF318",5021.32654149594,0.601984623375726,0.234542246411721,2.5666362140959,0.0102690283571031,0.0314997546514984,"ZNF318","Stable"
"ZNF488",539.843803357272,0.601858924013779,0.41539278752984,1.44889112686037,0.147367989502561,0.258513833451505,"ZNF488","Stable"
"AL035458.1",14.9736277282527,0.601789139594037,0.259812068609015,2.31624782796235,0.0205447411395322,0.0554152087055297,"AL035458.1","Stable"
"CNOT9",3989.92092213273,0.601758273465139,0.113452882936571,5.30403686437454,1.13269423024955e-07,1.87493966470687e-06,"CNOT9","Stable"
"GLI3",2518.9738024896,0.601400218301992,0.45959530127872,1.3085430086616,0.190689196826433,0.314941845464838,"GLI3","Stable"
"IL17RB",1128.58721124738,0.601224844981702,0.465049221175575,1.29281980832458,0.196073387786911,0.321595100011765,"IL17RB","Stable"
"FUS",13529.7982648215,0.601059679344054,0.111561178005704,5.38771363021395,7.13596318545841e-08,1.24481388567872e-06,"FUS","Stable"
"UBE2A",5691.60428331992,0.600927384885678,0.133736327465942,4.49337436037127,7.01033882129729e-06,6.88957567150463e-05,"UBE2A","Stable"
"PC",4042.78846585342,0.600912565813816,0.356488934649313,1.68564156529837,0.0918648582274763,0.18085862810232,"PC","Stable"
"HOXB2",867.957004117933,0.600857786506798,0.346691258345423,1.73312067161537,0.0830742229136534,0.166987262260942,"HOXB2","Stable"
"CYBB",2292.17932508948,0.600473643560326,0.332671065013491,1.80500712779446,0.0710735666570847,0.148225847372437,"CYBB","Stable"
"ADAP1",1562.33861067781,0.60046861279745,0.414913196658031,1.44721502626091,0.147836709337116,0.259185695863352,"ADAP1","Stable"
"GPN3",1108.9316436227,0.600361168082187,0.159589322007764,3.76191314386923,0.000168618608251411,0.00103557169630911,"GPN3","Stable"
"CDK6",14397.3980384466,0.600126422683385,0.358388824115343,1.674512100551,0.0940299982717963,0.183903862510449,"CDK6","Stable"
"NPHP4",1600.76966964569,0.600126210578436,0.196976186447476,3.04669422939844,0.00231372942503564,0.00927844368457041,"NPHP4","Stable"
"RAP2C",3155.0390112606,0.600097718388885,0.147689518650824,4.06323836566675,4.83965628107928e-05,0.000359840345292378,"RAP2C","Stable"
"NME2P1",144.894450739536,0.600027276547683,0.260882626412243,2.29998940442867,0.0214488203329638,0.057325353341283,"NME2P1","Stable"
"FASTKD3",674.287390000322,0.599943795249553,0.141875464694705,4.22866488254714,2.35082200867428e-05,0.000194210441171989,"FASTKD3","Stable"
"C9orf116",108.415588559935,0.599938957946857,0.311369662165595,1.92677396305807,0.0540078056487827,0.119445277347338,"C9orf116","Stable"
"PEX1",2198.5061087576,0.599933378220695,0.281843947310571,2.12860124883084,0.0332872651098012,0.0815636903865497,"PEX1","Stable"
"SCT",25.8298092183832,0.599862219086723,0.395910171568173,1.51514727876455,0.129735110889271,0.234311038502056,"SCT","Stable"
"INHBB",1182.37938002756,0.599825636586514,0.436594445963013,1.37387372224458,0.169480888871986,0.288896202754445,"INHBB","Stable"
"AC124283.4",23.9641803434626,0.599705629665453,0.266310010467975,2.25190794972978,0.0243280896586303,0.0632955976748704,"AC124283.4","Stable"
"AL157871.2",50.0772962659519,0.599262317220016,0.365311184769988,1.64041601298721,0.100918698119582,0.194400830461399,"AL157871.2","Stable"
"PRNP",16613.1996467654,0.599014814111607,0.352842696847885,1.69768233681155,0.0895677332476436,0.177220832869315,"PRNP","Stable"
"MIR3677",2.43862654413285,0.598907996418686,0.526245719830897,1.13807670798945,0.255088453106975,0.390302329110799,"MIR3677","Stable"
"IFITM3P6",37.3488873941068,0.598811883497517,0.339351694115289,1.76457608399055,0.0776350378590695,0.158806500940268,"IFITM3P6","Stable"
"RPS19",30894.2435010719,0.598685642983489,0.177708548323753,3.36891865152594,0.000754636974374312,0.0036586381584978,"RPS19","Stable"
"LIPT2",288.308067275031,0.598512342381326,0.302653751260116,1.97754807230833,0.0479797122774262,0.108819594966504,"LIPT2","Stable"
"ARHGAP23",12993.7579044898,0.598427104423346,0.340007599994216,1.76004037684312,0.0784009608145292,0.15995841555299,"ARHGAP23","Stable"
"REL",2671.95510289285,0.598221569182635,0.221000806070261,2.70687505543508,0.00679198143118701,0.0224936340132521,"REL","Stable"
"NR6A1",545.587431676623,0.598178853319826,0.247630060076798,2.41561486167839,0.0157086670874621,0.0446128112555946,"NR6A1","Stable"
"RBM34",79.496388174222,0.598091551396656,0.196214965215217,3.04814442028233,0.00230259237296786,0.0092451405042156,"RBM34","Stable"
"IFT22",1092.98573792031,0.597837734802824,0.230950701970067,2.58859457755754,0.00963684793025194,0.0299010937490389,"IFT22","Stable"
"TXNDC9",2033.65124104747,0.597760244016066,0.134859897873653,4.43245363107194,9.31667429894145e-06,8.83088323570511e-05,"TXNDC9","Stable"
"H4C4",15.8884461492703,0.597719420201652,0.395837296037696,1.5100128921271,0.131040134578624,0.236285613427259,"H4C4","Stable"
"AP003065.1",76.6627517628475,0.597707596307093,0.286472041517365,2.08644303695815,0.0369385100103968,0.0884437704379859,"AP003065.1","Stable"
"HMGXB4",2993.54447279456,0.597555005941124,0.124236005486219,4.80983756361522,1.51052998146856e-06,1.82815443120765e-05,"HMGXB4","Stable"
"TRIM6",186.905180905403,0.597384196400888,0.356100109901628,1.67757374903904,0.0934303410574485,0.183027021646068,"TRIM6","Stable"
"MED20",1858.15615022346,0.597362555749405,0.201438539381247,2.96548295864488,0.0030220808789051,0.0115480988029472,"MED20","Stable"
"GTF2E1",1097.14382547145,0.597160706169502,0.152570867628876,3.91398905603707,9.0783751898414e-05,0.000614093522349376,"GTF2E1","Stable"
"POP5",1005.58117966671,0.597119877438305,0.165268138560184,3.61303686627328,0.000302631655915702,0.00169716955227903,"POP5","Stable"
"HNRNPC",21991.9696064423,0.596748044934425,0.100895418925118,5.91452071156291,3.32843355602567e-09,8.0512588764557e-08,"HNRNPC","Stable"
"LMLN",1196.8708545058,0.596550095237663,0.213330038627968,2.79637175840015,0.00516799162607193,0.0179063605959123,"LMLN","Stable"
"MIR4263",14.5859159855301,0.596336242042466,0.275946395920387,2.16105827384864,0.0306908382394693,0.076398626144409,"MIR4263","Stable"
"CEBPB",11336.9339556564,0.596042260039136,0.264917914443428,2.24991300150982,0.0244544684542101,0.0635514921495889,"CEBPB","Stable"
"SPRY4",3707.56233566345,0.595672247732845,0.269265496312088,2.21221157516015,0.0269520494291297,0.0687133334377839,"SPRY4","Stable"
"RPS2P5",8513.06775833913,0.59557217296068,0.289834396115512,2.05487057762226,0.0398915069846976,0.0940251682105215,"RPS2P5","Stable"
"ELK1",2960.03105652596,0.595472816419163,0.145824857558618,4.08347949991857,4.43663448185778e-05,0.000335372594874433,"ELK1","Stable"
"GLO1",12056.131553128,0.595144561997134,0.15981100434121,3.72405244839366,0.000196050168707517,0.00117539397246919,"GLO1","Stable"
"TDRKH",814.47976230709,0.595128122848389,0.276567569632208,2.15183625339666,0.0314102534053538,0.0778051361660197,"TDRKH","Stable"
"BIN2",514.482387447058,0.595126002587972,0.340211924061126,1.74928025885726,0.0802425866363528,0.162782176759109,"BIN2","Stable"
"IGKV3OR2-268",38.3190470656748,0.595028079281149,0.598898540880474,0.993537366790651,0.320448149931678,0.461577631178427,"IGKV3OR2-268","Stable"
"MNAT1",821.947194103514,0.594716300220907,0.171623827484973,3.46523154119132,0.000529775153064532,0.00271579000477444,"MNAT1","Stable"
"HSPA7",363.613260073759,0.594498407759292,0.503681947739911,1.18030517160062,0.23787886201044,0.370593645100805,"HSPA7","Stable"
"HGH1",3154.67731936632,0.594478780238986,0.188908743955376,3.14690981365803,0.00165005848142848,0.00704858982106794,"HGH1","Stable"
