"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genes","change"
"PLXDC2",5076.77925175972,0.0617545281911972,0.34685407615521,0.178041811921978,0.858690139117494,0.909419527371253,"PLXDC2","Stable"
"SFT2D1",2917.97164633804,0.0617079385511995,0.16143427910926,0.382248050982005,0.702277383438303,0.797018742635317,"SFT2D1","Stable"
"SCYL1",6486.93032887756,0.0616301634363666,0.129021440908534,0.477673811440826,0.632882386727372,0.743877697441398,"SCYL1","Stable"
"SLC30A7",5555.70612283757,0.0615838763578261,0.157452843898313,0.391125843351541,0.695704218936016,0.792855451971682,"SLC30A7","Stable"
"PLEKHA1",7571.33870044746,0.0615715642799577,0.168911448998089,0.364519780306036,0.715469905810554,0.807066780526958,"PLEKHA1","Stable"
"REXO1",3863.99104053804,0.0615547158283738,0.113154695890234,0.543987285230167,0.586450222451373,0.70613791303596,"REXO1","Stable"
"NDUFB1P1",9.20350317228235,0.0615432630314082,0.270010647249923,0.227929023015316,0.819701419409195,0.883707104285811,"NDUFB1P1","Stable"
"ANAPC5",8014.256218841,0.0614983284350387,0.111050148682566,0.553788798705982,0.579723395062966,0.700782371617293,"ANAPC5","Stable"
"MIR647",100.369099900803,0.0614968413528683,0.235406578043147,0.261236715915376,0.793909965672529,0.864584584742844,"MIR647","Stable"
"EMC7",3168.83253868726,0.0613884578390809,0.133907277606576,0.458440041021835,0.646636330146541,0.754228899416134,"EMC7","Stable"
"IMPA1",2236.94843793838,0.0613801588467416,0.180002021979285,0.340997051987591,0.733105801055645,0.820329701027047,"IMPA1","Stable"
"MED13",10810.8645571599,0.061171831088793,0.148123841890074,0.412977615947809,0.679623013675031,0.779474062087016,"MED13","Stable"
"AL021937.2",5.8106546398968,0.0611336803979596,0.310103171006961,0.197139810597381,0.843718130330448,0.899317690459588,"AL021937.2","Stable"
"PICALM",16708.610674178,0.0611052114091028,0.145250691071962,0.42068792208933,0.673982981806737,0.77534188319268,"PICALM","Stable"
"GOLPH3",10421.9847679813,0.0610961409399197,0.140460821644363,0.434969269186042,0.663584733727879,0.767288351771267,"GOLPH3","Stable"
"SLURP1",781.318861823483,0.0610737732692878,0.944545419418685,0.0646594351247559,0.948445161281411,0.96721147363504,"SLURP1","Stable"
"PRR14L",5761.44648568009,0.060979615219068,0.160286648406291,0.380441015052596,0.703618073696675,0.798214050337986,"PRR14L","Stable"
"FRG1",1228.96781510962,0.0609778015876613,0.152778091344354,0.399126609392052,0.689799916442318,0.787966394785847,"FRG1","Stable"
"PIGF",499.862959479143,0.0609548810028641,0.119297308310724,0.510949340483859,0.609386530352709,0.725283109208086,"PIGF","Stable"
"MCRIP1",1695.58878650763,0.0608923454987246,0.195732803317002,0.311099337805455,0.755725104546551,0.83676318868987,"MCRIP1","Stable"
"NNMT",3381.82264998936,0.0608426407190239,0.418537707431992,0.145369556048687,0.884419100060522,0.926185477489839,"NNMT","Stable"
"TRPC4AP",7683.76168161408,0.0608356101254257,0.129683831909866,0.469107129466289,0.638993063282231,0.748296679193534,"TRPC4AP","Stable"
"ACBD3-AS1",31.9661480650249,0.0606969597357355,0.24672332023532,0.246012252420419,0.805672747871172,0.873670949903096,"ACBD3-AS1","Stable"
"SPATA24",128.368470986868,0.060691118211134,0.151721373658103,0.400016930692301,0.689144046684719,0.787605600034911,"SPATA24","Stable"
"LENG8-AS1",307.641962788644,0.0606809336328577,0.213847088814544,0.28375852095645,0.776595443885714,0.852019505501609,"LENG8-AS1","Stable"
"ZMAT2",3064.90758212881,0.0606236196608272,0.136322399498631,0.444707692087214,0.656531009754764,0.761754002236565,"ZMAT2","Stable"
"RPL36AP26",13.5736194785857,0.060295059273316,0.297179168889618,0.202891270941375,0.839220017169181,0.89628124751182,"RPL36AP26","Stable"
"SLC26A11",939.727845691969,0.0602817736108921,0.211775542465556,0.284649364648406,0.77591278748553,0.851579539658953,"SLC26A11","Stable"
"CDK11B",2969.35858385434,0.0601312935499067,0.156578368311799,0.38403321096159,0.70095383254152,0.796187354743818,"CDK11B","Stable"
"PDCD2",3282.4834642679,0.0600832382504407,0.1463430376448,0.410564378172011,0.681391988334179,0.780762549886861,"PDCD2","Stable"
"ACP1",4660.80917267544,0.0600235270619749,0.132014438392929,0.454673956823725,0.649343819642715,0.756510392682049,"ACP1","Stable"
"AGPAT4",1186.82527746556,0.0599110175689291,0.291791675906342,0.205321201788358,0.837321180284747,0.895149136872473,"AGPAT4","Stable"
"IGHV3-7",1657.32678566441,0.059782953969624,0.645393948385797,0.0926301743596263,0.926197371127817,0.952231253938618,"IGHV3-7","Stable"
"AC068338.2",50.5898020250808,0.0597385183703871,0.250757415147074,0.238232310439751,0.811700918306499,0.877794352641661,"AC068338.2","Stable"
"ENKD1",656.119613863248,0.059531901348966,0.20753860009353,0.286847368740742,0.77422919126038,0.850323193998442,"ENKD1","Stable"
"ARG2",350.652842000928,0.0594476318834865,0.318283384817794,0.186775793896744,0.851836426590165,0.90480189995309,"ARG2","Stable"
"KIF3A",1328.42498646117,0.059358956416433,0.154349006975169,0.384576211922,0.70055142125359,0.796029305047139,"KIF3A","Stable"
"TMEM14B",2602.86741900432,0.059356256715209,0.199593432412435,0.297385820754647,0.766171967690889,0.844215475135833,"TMEM14B","Stable"
"C19orf12",1543.13872712813,0.0591159835582402,0.186718373370898,0.316605069394065,0.751543288711469,0.833608360467319,"C19orf12","Stable"
"VCPIP1",3635.9865181393,0.058707207931848,0.141378935962963,0.41524720448616,0.677960945891673,0.778108906204007,"VCPIP1","Stable"
"ATP5PD",3824.88209001239,0.0585469218103593,0.170468619787166,0.343446916408759,0.731262269293033,0.81876029603059,"ATP5PD","Stable"
"AC108693.2",8.68661162306061,0.0585071529062822,0.297597540723678,0.196598240576883,0.844141947558114,0.899684127164805,"AC108693.2","Stable"
"LINC02878",58.7969875139061,0.0582579214741952,0.208931045425195,0.278838031732597,0.78036912640226,0.854918882318225,"LINC02878","Stable"
"AC068620.1",16.1601985532308,0.0581065519304296,0.270904606524234,0.214490822714127,0.830164322854666,0.891353680111998,"AC068620.1","Stable"
"AL021707.7",22.3392249886017,0.0581045516418319,0.267745918136589,0.217013772035136,0.828197612157801,0.88974720671326,"AL021707.7","Stable"
"CUL1",5161.9060691212,0.058031793300303,0.139319009879213,0.416538944330823,0.677015676109405,0.777824563260054,"CUL1","Stable"
"AC022400.6",467.487443439982,0.0580169513210498,0.200752011992928,0.288998106395534,0.772582826638432,0.849260642321524,"AC022400.6","Stable"
"HNRNPH3",6397.8442318739,0.0579098286471268,0.0975870247038893,0.593417299306379,0.552901914352377,0.678532539415601,"HNRNPH3","Stable"
"ABRAXAS2",1813.12772660726,0.0578891738844406,0.110344822545623,0.52462066229257,0.599846920068562,0.717648563959632,"ABRAXAS2","Stable"
"CCNT1",3393.56525521161,0.0577966389465672,0.125213967566364,0.461583001240932,0.644380387019158,0.752468394779967,"CCNT1","Stable"
"CHST15",3742.0976979696,0.0576794963631722,0.311109420042181,0.185399388920309,0.852915787683451,0.905751094643287,"CHST15","Stable"
"DEF6",1887.6476813393,0.0575499614306917,0.227386893669134,0.253092693699539,0.800196584705437,0.86929140357641,"DEF6","Stable"
"STEAP2",4374.83429403022,0.0575292395517534,0.313056981967924,0.183766032592903,0.854197004348162,0.906566166659902,"STEAP2","Stable"
"MSMO1",5832.88471774972,0.0575161551589188,0.269021839470225,0.21379734549501,0.830705095084865,0.891649025856681,"MSMO1","Stable"
"C2orf69",2126.98891676967,0.0574288107094372,0.130157242094431,0.441226394976713,0.65904910635278,0.763552518516644,"C2orf69","Stable"
"ERP44",7333.08082864598,0.0572692329163924,0.139890921883768,0.409384913225291,0.682257209514223,0.781507153365768,"ERP44","Stable"
"AC009961.3",33.8700264770507,0.057266921481793,0.314800945468417,0.181914706121931,0.855649663249809,0.907736166930474,"AC009961.3","Stable"
"BAIAP2L1",8146.30415467684,0.057254741909954,0.257780632856123,0.222106452589517,0.824231014870108,0.887116919679152,"BAIAP2L1","Stable"
"PDGFC",1520.24856336996,0.0572136682695993,0.340370951868674,0.168092100561138,0.866510823769741,0.914871638528234,"PDGFC","Stable"
"NFKB1",6337.83556818395,0.0571317103777932,0.150366051196726,0.379950859406736,0.703981892935889,0.798277361187755,"NFKB1","Stable"
"ULK4",363.654079004913,0.0569639624209264,0.197374351866423,0.288608737063658,0.772880808693208,0.849330110210899,"ULK4","Stable"
"AC006547.1",119.337621479609,0.0569172506103031,0.235189130481006,0.242006297203858,0.808775283784091,0.875622199582919,"AC006547.1","Stable"
"GPR34",301.749179209582,0.0568607931811835,0.295305826826215,0.192548835870569,0.847312318011463,0.901315747485428,"GPR34","Stable"
"EDF1",8833.77774367344,0.0568589713887104,0.163169566416974,0.348465541934514,0.727490587639953,0.815807531274819,"EDF1","Stable"
"ATP5MFP5",11.9619955002491,0.0567998150871704,0.321513933507238,0.176663619108413,0.859772619072509,0.910305573987579,"ATP5MFP5","Stable"
"ZSCAN21",279.408050674092,0.0567975034134659,0.184721251527403,0.307476822205484,0.758480462316655,0.838636795913503,"ZSCAN21","Stable"
"OSGIN2",2034.29040052647,0.0567794890124657,0.177405000848173,0.320055741050157,0.748926075811096,0.831568307580425,"OSGIN2","Stable"
"TSG101",4350.66229682466,0.0567549976131333,0.135208146911293,0.419760191302445,0.674660648849043,0.775941009979672,"TSG101","Stable"
"UBL7",2842.3354267196,0.0566956196557633,0.143845876916847,0.394141430195719,0.693476624682054,0.790772158516435,"UBL7","Stable"
"ZBTB6",1322.73630745811,0.0565219644744575,0.13525792650014,0.417882825332228,0.676032790150069,0.777174252512676,"ZBTB6","Stable"
"AC024293.1",1210.36893514195,0.0565103139673331,0.189957143093132,0.297489807685871,0.766092588262196,0.844215475135833,"AC024293.1","Stable"
"UBBP2",7.89844338456526,0.0563753531298174,0.267700443495608,0.210591183166053,0.833206292844988,0.892590998806836,"UBBP2","Stable"
"MBNL1",16423.0629041383,0.0562637564361287,0.171418819618742,0.328223917077873,0.742742365429948,0.827692382901113,"MBNL1","Stable"
"NME3",1221.496413865,0.0561170754666582,0.208509557144823,0.269134308446502,0.787826329794595,0.860540725665421,"NME3","Stable"
"CAPNS1",25639.7696119067,0.0560263145495589,0.177340839192478,0.315924492094855,0.752059821274248,0.833926366209731,"CAPNS1","Stable"
"LINC02635",271.3180862534,0.0560091737208694,0.693165768016925,0.0808019903826264,0.935599425151384,0.958962981417876,"LINC02635","Stable"
"EIF4A1P4",40.0597744976941,0.0558883781573074,0.220091590876519,0.25393236486106,0.799547810555304,0.868742671084286,"EIF4A1P4","Stable"
"CDC42",15992.0021276718,0.0557332929102497,0.114482761709481,0.48682694300896,0.626380975119092,0.739079481789038,"CDC42","Stable"
"MPEG1",1488.24258247235,0.0557312123018792,0.356460463455135,0.156346125350571,0.875760200570065,0.92084868529224,"MPEG1","Stable"
"PSEN1",7238.43647081527,0.055693742927206,0.131082109074089,0.424876768619333,0.670926510765281,0.772773078427003,"PSEN1","Stable"
"AC003072.1",90.7395704289019,0.0556303118472228,0.209627986140682,0.265376359671218,0.790719545731045,0.862352509687563,"AC003072.1","Stable"
"MUC20P1",438.644344634992,0.0555783907240029,0.554928575975387,0.100154133577126,0.920221958957285,0.948560612466083,"MUC20P1","Stable"
"POLR1E",1526.14457510416,0.055549492964136,0.17447876602747,0.318373944456887,0.750201300138715,0.832272487440627,"POLR1E","Stable"
"TMEM106A",579.056720519135,0.0555494887899743,0.237393240268394,0.233997769806633,0.814986710043895,0.879744756807182,"TMEM106A","Stable"
"TMEM45B",5807.34825786841,0.0555137722850834,0.52985259502994,0.104772106064606,0.916556644338132,0.946449464487586,"TMEM45B","Stable"
"SP2",3935.95655602494,0.0554173424835439,0.102136258641544,0.542582460143131,0.587417318139116,0.706944449234706,"SP2","Stable"
"WIPI2",5636.20996733646,0.0552695643175052,0.112887362150558,0.489599218766334,0.624417529393028,0.737805430851011,"WIPI2","Stable"
"MIR4513",3.74405503363839,0.0552383509046429,0.412818108499481,0.133807964736393,0.893554428889814,0.931819534915158,"MIR4513","Stable"
"NCK2",6559.28052073407,0.0551120813485216,0.153374951681508,0.359329086948729,0.71934891713181,0.809571751533128,"NCK2","Stable"
"CHST12",2058.93014359083,0.0548527270804498,0.157245370920707,0.34883524239394,0.727213003747397,0.815597076779505,"CHST12","Stable"
"USP37",1245.57609788078,0.054729202975492,0.185736003718244,0.294661249730098,0.768252667725071,0.845939880948323,"USP37","Stable"
"TSSC4",1634.08151880874,0.054721475055992,0.144199698131147,0.379483977880618,0.704328499915575,0.798534994012129,"TSSC4","Stable"
"MIR4768",8.43408525121556,0.0546755102695932,0.420174148104465,0.13012583119702,0.896466873531336,0.933789634091053,"MIR4768","Stable"
"RPL6P27",1154.68725531708,0.0546368433192953,0.194897534821716,0.280336246270507,0.779219544666641,0.853870912956818,"RPL6P27","Stable"
"REPS1",4262.26759772574,0.0546366587328827,0.14845788633595,0.368027998251595,0.71285235749283,0.805015093036721,"REPS1","Stable"
"TNPO1",10638.8646693537,0.0545537156107972,0.148848586367191,0.366504761262696,0.713988460436143,0.805896761602221,"TNPO1","Stable"
"CNEP1R1",847.844213020145,0.0544255511030371,0.130766935295798,0.416202696652063,0.677261686639667,0.777841891554621,"CNEP1R1","Stable"
"RPS29P3",39.9492234546847,0.0544207304482029,0.245983611717686,0.221237220106603,0.824907729751851,0.887566432857561,"RPS29P3","Stable"
"ABHD15",1362.03817117767,0.0543675735669414,0.17577440489096,0.309303129774029,0.757090950409764,0.83771310211844,"ABHD15","Stable"
"RRN3",3589.01335084997,0.0542628165923782,0.126633684058878,0.428502234580405,0.668285507010496,0.77127368677876,"RRN3","Stable"
"KRBOX4",608.351444432281,0.0542281235821911,0.180200151401875,0.300932730412938,0.763465791227363,0.842505862800901,"KRBOX4","Stable"
"AC004067.1",38.2197892311808,0.0542210900773555,0.245252969538657,0.221082297920185,0.825028353453329,0.887566432857561,"AC004067.1","Stable"
"ABHD13",1874.09281618392,0.0541767837669522,0.150664685487834,0.359585151567099,0.71915738917954,0.809565236689949,"ABHD13","Stable"
"NGEF",1096.57773622853,0.0541614603152023,0.334652120509206,0.161844067304251,0.871428649784891,0.918193667347979,"NGEF","Stable"
"PYM1",1533.0644062769,0.0541526319306987,0.159549918249053,0.33940870998234,0.734301857994904,0.821017220590205,"PYM1","Stable"
"NCLP1",72.8099262988269,0.0539804235887401,0.252077589001942,0.214142097290229,0.83043624824585,0.891518694341452,"NCLP1","Stable"
"COX17",1863.81349946056,0.0539637798045761,0.189243825846793,0.285154770905255,0.775525569959325,0.851309063363108,"COX17","Stable"
"MAP3K10",1755.14117359319,0.0539128025929006,0.147573733815976,0.36532790218705,0.714866652731382,0.80663707014882,"MAP3K10","Stable"
"COX7A2P1",9.7465972881587,0.0538658489395152,0.307040313243619,0.175435754251513,0.860737248381385,0.911215216206751,"COX7A2P1","Stable"
"TRIP4",1668.40081898859,0.0538425537037744,0.121974261884064,0.441425534142208,0.658904960126167,0.763473206033229,"TRIP4","Stable"
"LINC00997",528.091060642243,0.0537141806610436,0.207133531972954,0.259321511825798,0.795387182931447,0.86588144450899,"LINC00997","Stable"
"AC009133.1",183.025417790982,0.0533801083717679,0.360337224641861,0.148139311515268,0.88223282559097,0.924773360456755,"AC009133.1","Stable"
"SLC25A35",571.450291440873,0.0533709326959357,0.253538216897368,0.210504488629184,0.833273948728545,0.892610768648633,"SLC25A35","Stable"
"TLR5",775.338336644849,0.0533115236957246,0.306575631276848,0.173893546182027,0.861949124756985,0.911806473547593,"TLR5","Stable"
"AC008677.2",11.1210642739111,0.0532257207167652,0.310201200493308,0.171584509125436,0.863764186753513,0.913087628253247,"AC008677.2","Stable"
"HUNK",382.991034041001,0.053115805394301,0.421784788041038,0.125931059868222,0.899786496167908,0.935414968395976,"HUNK","Stable"
"RAB14",9473.96273248122,0.0531008888561883,0.136264712609984,0.389689214757846,0.696766372667887,0.7935176103541,"RAB14","Stable"
"LINC-PINT",329.767346183202,0.0529814453345904,0.252129111219552,0.210136168244589,0.833561397452076,0.892744916478688,"LINC-PINT","Stable"
"GPANK1",763.976113304806,0.052786486715071,0.148544903264415,0.355357104518821,0.722322080082158,0.811875107559221,"GPANK1","Stable"
"AC005839.1",259.829312772558,0.0527361703427259,0.179155504813377,0.29435975410111,0.768483016815917,0.846138186021385,"AC005839.1","Stable"
"C6orf62",7315.34724038693,0.0526050759647783,0.155296287691735,0.33874007387221,0.734805548947316,0.821421052991694,"C6orf62","Stable"
"DDX51",1835.6622674067,0.0525363406729412,0.129950900225251,0.404278389621595,0.686008014968306,0.784614639235595,"DDX51","Stable"
"CHMP4C",1165.1572365111,0.0524986971566825,0.293576005518605,0.178824890896458,0.858075200198306,0.90919286777232,"CHMP4C","Stable"
"TIMM44",2096.09831890058,0.0524752818704266,0.135765230748872,0.386514879995242,0.699115384582705,0.795294162722563,"TIMM44","Stable"
"AC092835.1",96.8899042638231,0.0523586084149728,0.279421360428205,0.187382268609439,0.851360923973813,0.904508660267798,"AC092835.1","Stable"
"ZNF845",1077.52658781997,0.0522156502053832,0.213269533213174,0.244834081168035,0.806584903897358,0.874242043643558,"ZNF845","Stable"
"AL136295.6",54.2913170634817,0.0521315603839759,0.203618227459478,0.256026000395032,0.797930760833463,0.867609221638639,"AL136295.6","Stable"
"FAM185BP",85.3030898585093,0.0520954024129129,0.209931209906902,0.248154633301145,0.804014765994851,0.872603247468209,"FAM185BP","Stable"
"CDPF1P1",76.0512966305568,0.0519333704186045,0.190562815050858,0.272526255475101,0.785217406035241,0.858830058497097,"CDPF1P1","Stable"
"SNORA46",4.53353215994032,0.051925340750395,0.348576746154815,0.148963868999262,0.881582143169355,0.924435769110366,"SNORA46","Stable"
"SSR1",17303.2741076768,0.0518830520194084,0.130994315524173,0.396071018897262,0.692052637339499,0.789698586571722,"SSR1","Stable"
"BDH1",3919.34352382547,0.0518130785135228,0.26966989003628,0.19213520095459,0.847636302180556,0.901554657569306,"BDH1","Stable"
"AP000753.3",5.25262100648224,0.0517209472808988,0.373188970020351,0.138591843371143,0.889772689151857,0.929443779000098,"AP000753.3","Stable"
"SUN1",12374.7902284169,0.0516147519513618,0.140134607455118,0.368322664106316,0.712632655044021,0.804867187188485,"SUN1","Stable"
"DGCR11",173.107725424216,0.0514940370762713,0.202124279000638,0.254764233821256,0.798905201190196,0.86849308975775,"DGCR11","Stable"
"TMEM109",8084.36229653038,0.0514324549627945,0.190001428378265,0.270695096356855,0.78662554859523,0.86005910339388,"TMEM109","Stable"
"HSPA13",2652.10348575154,0.0513822742420321,0.172346333483874,0.298133840177342,0.765601014566958,0.843938121659603,"HSPA13","Stable"
"ADAMTS6",306.800765498385,0.0512381057315141,0.324955155011955,0.157677467001959,0.874710957081437,0.920380886948134,"ADAMTS6","Stable"
"TIMM29",930.199462073265,0.0511787999233111,0.116235827866144,0.440301418786709,0.659718813286592,0.764133225476943,"TIMM29","Stable"
"MAPK13",9296.45755325909,0.0511231662797919,0.215642182579627,0.237074053268378,0.812599341116808,0.878009016730119,"MAPK13","Stable"
"ATRAID",5512.71575111493,0.0511123431395387,0.135101137259069,0.378326520238879,0.70518804664917,0.799112526131441,"ATRAID","Stable"
"AC020915.2",360.364824325056,0.0510614544941579,0.208403508275582,0.245012451645665,0.806446790141251,0.8741968013111,"AC020915.2","Stable"
"AL357140.2",22.9675642646516,0.0510475105376114,0.235208814657047,0.217030601561606,0.828184496664786,0.88974720671326,"AL357140.2","Stable"
"SNRNP70",9666.43673412467,0.0507879432149381,0.09105643935728,0.557763334185081,0.577006003176269,0.69856833116262,"SNRNP70","Stable"
"U52111.1",47.1225484278677,0.0505389417811844,0.263987829553965,0.191444211146306,0.84817758507745,0.901971732032539,"U52111.1","Stable"
"DDX1",7889.12610809498,0.0504802030193414,0.123239609941203,0.409610214146452,0.682091902993099,0.781416475378934,"DDX1","Stable"
"COPG1",19981.4738599969,0.0504358270694899,0.153982149759504,0.327543336342963,0.743256971270474,0.828011542695053,"COPG1","Stable"
"AC007255.1",72.4027249851349,0.0503479478070895,0.522757331527252,0.0963122748752204,0.923272562468378,0.950325741490251,"AC007255.1","Stable"
"DYNLT3",4191.34169629379,0.0503436184188127,0.248362347772106,0.202702297149354,0.839367727586456,0.896386232274163,"DYNLT3","Stable"
"AC025518.1",12.4636481963013,0.0503417188338695,0.306664821837651,0.164158766343668,0.869606160375927,0.916826739577921,"AC025518.1","Stable"
"LINC01023",59.8078111911112,0.0503010347931992,0.254769523508487,0.197437409704633,0.843485257025733,0.899186688741799,"LINC01023","Stable"
"TMEM116",1017.14306799087,0.0501504444057931,0.397250821422486,0.126243777737735,0.899538958928373,0.935353792945756,"TMEM116","Stable"
"FAM207A",841.220428065119,0.0501003827047496,0.182749784083796,0.274147424884383,0.783971329580857,0.857932673498366,"FAM207A","Stable"
"C2orf76",398.091575834724,0.0499821126169576,0.209038430936584,0.239104897568432,0.811024244201301,0.877346180364581,"C2orf76","Stable"
"PITRM1",5878.86818690677,0.0499779767642929,0.154202381866513,0.324106386421169,0.745857492023777,0.829838502409872,"PITRM1","Stable"
"SHF",303.578943418492,0.0499530582771496,0.318836997586152,0.156672715699037,0.875502791206441,0.92084868529224,"SHF","Stable"
"AC120053.1",125.677873514252,0.0499076018501906,0.236201496607073,0.211292487842332,0.832659044439714,0.892388848910478,"AC120053.1","Stable"
"PCSK5",3197.3096049844,0.0498346250967802,0.369533641366438,0.134858155031582,0.892724024684181,0.931172061772881,"PCSK5","Stable"
"RAI1",8107.93384674816,0.0496463966665322,0.187016127861812,0.265465857058149,0.790650608672506,0.862329165717002,"RAI1","Stable"
"TBCA",3516.39918455673,0.0494968386986097,0.158855529413395,0.311583983770577,0.755356707797731,0.836506466222896,"TBCA","Stable"
"UGGT1",11763.425123624,0.0494280824479757,0.137228248728443,0.360188830696132,0.718705926764656,0.809251840090855,"UGGT1","Stable"
"AC005519.1",71.3245236097996,0.0493976134171246,0.220048477280524,0.224485140854446,0.822379827780268,0.885910268724518,"AC005519.1","Stable"
"AC024995.1",30.7035464045756,0.0493714390401553,0.331113607703529,0.149107248664819,0.881469006227085,0.924370561327849,"AC024995.1","Stable"
"YARS1",7242.74412579604,0.0491561749051541,0.150152155876193,0.327375751738692,0.743383704217563,0.828101876575895,"YARS1","Stable"
"AL590729.1",16.7140000842747,0.0491459109434547,0.275481766134946,0.178399868829723,0.858408952310463,0.909340375622637,"AL590729.1","Stable"
"MRPL42",4540.00876940025,0.0489773365021178,0.13795908646104,0.355013488118082,0.722579486509922,0.812107362424916,"MRPL42","Stable"
"RALGPS2",3548.76967850844,0.0489371893165218,0.229453122591803,0.213277504196711,0.831110518945831,0.891820372314146,"RALGPS2","Stable"
"RPL41",18657.7875987169,0.0488803053969838,0.181982581915819,0.268598812492916,0.78823842621667,0.860733208644687,"RPL41","Stable"
"PTS",1104.72593243355,0.0488191753234042,0.178188719306219,0.273974556377544,0.784104174863454,0.858026294732661,"PTS","Stable"
"AC110994.2",53.1415351848633,0.0488028795801859,0.220763398516965,0.221064179606003,0.825042460793182,0.887566432857561,"AC110994.2","Stable"
"AC006449.2",21.5632224930048,0.0487862589369332,0.250756005259423,0.194556692217444,0.845740009689556,0.900329495117235,"AC006449.2","Stable"
"RPS2P48",28.3137079663937,0.0487640219833288,0.263046757677185,0.185381574036251,0.852929759722517,0.905751094643287,"RPS2P48","Stable"
"GPATCH11",1184.05612954848,0.0487587370962792,0.116188905590337,0.419650541061077,0.674740761038931,0.775983954787213,"GPATCH11","Stable"
"ZNF512B",2457.45372480767,0.0486568148712047,0.310924503539758,0.156490769679666,0.87564619433876,0.92084868529224,"ZNF512B","Stable"
"SLC25A11",3030.44389167744,0.0486062316095932,0.14412703277671,0.337245766274096,0.735931639461875,0.822375842507997,"SLC25A11","Stable"
"ZFYVE27",2018.94840555977,0.0485778330441335,0.183590576231317,0.264598728547631,0.791318599705821,0.862793295860504,"ZFYVE27","Stable"
"VASP",9375.5765468098,0.0484194904234397,0.184392066605981,0.262589878809185,0.792866701917587,0.863811416417779,"VASP","Stable"
"NRAV",834.923451055867,0.0483919309786502,0.16395407216183,0.295155407490489,0.767875164921195,0.845674208826584,"NRAV","Stable"
"PPIAP19",17.6459736306194,0.0482416504493813,0.247667194969845,0.194784175818097,0.84556191087983,0.900298385303238,"PPIAP19","Stable"
"PEPD",4320.45808473272,0.0482128650560108,0.183343365214452,0.262964874674453,0.792577652500465,0.863652097523181,"PEPD","Stable"
"KRR1",2405.1619475753,0.0481867466596324,0.127044700862605,0.379289701439376,0.704472746403591,0.798584389231064,"KRR1","Stable"
"RASGRP3",875.633095209649,0.0480197737239814,0.309250629403238,0.155277852842677,0.876602274705468,0.921290607560341,"RASGRP3","Stable"
"OSBPL10",2823.83988191429,0.0478889184075224,0.25955653950917,0.184502838950165,0.85361900023006,0.906031832808723,"OSBPL10","Stable"
"TMEM186",375.785997709164,0.0478117480138054,0.160478915838765,0.297931648926657,0.76575533187469,0.844056943366585,"TMEM186","Stable"
"FBRSL1",11569.3468644575,0.0478092432211109,0.152679270250564,0.313135130542939,0.754177999918481,0.835852238799623,"FBRSL1","Stable"
"ZBTB39",1332.76159321659,0.0477484315956366,0.158594134167622,0.301073125095346,0.763358733854939,0.84243896524097,"ZBTB39","Stable"
"HDAC3",2313.78715049428,0.0477193237734113,0.125572725340596,0.380013443556157,0.703935435921125,0.798277361187755,"HDAC3","Stable"
"P2RX4",1505.16932717623,0.0476970911369578,0.215831685089686,0.220992071285261,0.825098606564856,0.887574202211658,"P2RX4","Stable"
"KIF16B",3427.6701156183,0.047499457091197,0.211071074283834,0.225040106761967,0.821948073685711,0.885550326789368,"KIF16B","Stable"
"PHF11",2092.67811793651,0.0474849777761445,0.162748183676608,0.291769632713692,0.770462765039698,0.847597809917543,"PHF11","Stable"
"RELA",8941.09087700976,0.047436575112663,0.126362749759551,0.375399990922385,0.70736301164768,0.800610128973249,"RELA","Stable"
"MIR548AQ",3.409659526092,0.0473426415976077,0.475175007744704,0.0996320109980266,0.920636479158337,0.948826166272257,"MIR548AQ","Stable"
"NUTM2B-AS1",1081.93176091223,0.0473281925069787,0.150182927529265,0.315136968532967,0.752657660636765,0.834538276449834,"NUTM2B-AS1","Stable"
"GTPBP8",670.66526593212,0.0473040986531744,0.135523088674483,0.349048262667593,0.727053077010653,0.815518543534517,"GTPBP8","Stable"
"AC073107.1",87.5292567502242,0.0472964191760569,0.185921731493097,0.254388869962805,0.79919514869139,0.86849308975775,"AC073107.1","Stable"
"COTL1",9800.47259273257,0.047185704888078,0.279702054566239,0.168699886603455,0.866032707979085,0.914526506877564,"COTL1","Stable"
"AC027796.4",89.3246273550902,0.047167126789703,0.252113850225139,0.187086614827319,0.851592722689551,0.904622175858726,"AC027796.4","Stable"
"MFF",3572.3677738976,0.0469289562183161,0.13923984553432,0.337036830500857,0.73608913599055,0.822450520732928,"MFF","Stable"
"AL662907.1",45.5974259911967,0.0469236025953683,0.231067418294066,0.203073211021258,0.839077809968696,0.896218962239539,"AL662907.1","Stable"
"NUFIP2",12126.9669155081,0.0466721467734852,0.1418486184981,0.329027855665091,0.74213463341559,0.82726921778345,"NUFIP2","Stable"
"PRR13P2",20.5142063977,0.0466378212707212,0.266955009081666,0.174702926276442,0.861313068303693,0.911505669087418,"PRR13P2","Stable"
"PTPN9",3853.27043913753,0.0465845555740059,0.117059696212998,0.397955548161018,0.690662952744509,0.788546714203328,"PTPN9","Stable"
"MON1A",885.842513225292,0.0465138725762457,0.1827199241948,0.254563769009977,0.799060045552064,0.86849308975775,"MON1A","Stable"
"AL031186.1",21.0228838430162,0.0464913078474316,0.292489478472436,0.158950359822303,0.873707983613995,0.919794013736731,"AL031186.1","Stable"
